1,0.969854,0.949587,0.926528,0.905007,0.884702,0.868982,0.856679,0.845484,0.835583,0.82705,0.820962,0.816112,0.811401,0.807831,0.804824,0.802928,0.801132,0.799813,0.798746,0.797797,0.797234,0.796683,0.796342,0.796129,0.796098,0.796171,0.796345,0.796445,0.796664,0.796946,0.797065,0.797293,0.797286,0.797513,0.797642,0.797591,0.797764,0.797794,0.797888,0.79785,0.797811,0.797831,0.797761,0.797728,0.797674,0.797654,0.797611
2,0.968832,0.947859,0.924191,0.902395,0.881884,0.866168,0.853772,0.842327,0.832084,0.823165,0.816468,0.811047,0.805786,0.801543,0.79801,0.79547,0.793173,0.791323,0.789752,0.788365,0.787423,0.786506,0.785788,0.785202,0.784688,0.784324,0.784098,0.783965,0.783899,0.78385,0.783776,0.783781,0.783799,0.783846,0.783965,0.784188,0.784461,0.784717,0.784896,0.785119,0.785223,0.785291,0.785085,0.785123,0.78492,0.784819,0.78468
3,0.968815,0.948115,0.924933,0.903747,0.884165,0.869075,0.857222,0.846543,0.836882,0.828607,0.822317,0.817275,0.812549,0.808606,0.80548,0.80295,0.800934,0.799257,0.797791,0.796791,0.795944,0.795463,0.795209,0.795095,0.795152,0.795253,0.795564,0.795822,0.796085,0.796279,0.796421,0.796569,0.796643,0.796768,0.79679,0.796704,0.7967,0.796525,0.796381,0.796148,0.795898,0.795692,0.795374,0.795132,0.794868,0.794692,0.794491
4,0.975066,0.958414,0.93956,0.922075,0.90563,0.892836,0.882745,0.87362,0.865409,0.858424,0.853132,0.848924,0.845013,0.841773,0.839276,0.837348,0.83585,0.83469,0.833741,0.833105,0.832582,0.832303,0.832131,0.832078,0.832147,0.83219,0.832284,0.832346,0.832409,0.83247,0.832492,0.832541,0.832522,0.832558,0.832564,0.832499,0.832654,0.832646,0.832818,0.832887,0.832919,0.83308,0.833139,0.833268,0.833389,0.83347,0.83355
5,0.968952,0.948094,0.924542,0.902706,0.882065,0.865854,0.852778,0.840501,0.829227,0.819013,0.811179,0.804643,0.798106,0.792541,0.787786,0.784155,0.78096,0.778242,0.775913,0.773745,0.772283,0.770863,0.76984,0.769131,0.768445,0.768275,0.767928,0.76793,0.76781,0.76775,0.767927,0.767729,0.767843,0.767586,0.76755,0.767691,0.767391,0.767433,0.767249,0.767172,0.76727,0.766938,0.767063,0.766991,0.767085,0.767214,0.767155
6,0.970599,0.950846,0.928355,0.907317,0.887473,0.872122,0.860119,0.849315,0.839802,0.831773,0.825868,0.821213,0.816861,0.813357,0.810526,0.808407,0.806618,0.805158,0.803877,0.802929,0.802087,0.801656,0.801302,0.801134,0.801286,0.801257,0.80163,0.801879,0.802323,0.802792,0.803117,0.803688,0.804086,0.804521,0.804831,0.805199,0.805344,0.805575,0.805434,0.805489,0.805568,0.805226,0.805032,0.804798,0.804556,0.804482,0.804122
7,0.968322,0.947106,0.922942,0.900203,0.878616,0.861454,0.847821,0.835474,0.824137,0.814398,0.806801,0.800705,0.794887,0.789799,0.785581,0.782114,0.779218,0.776782,0.774613,0.772853,0.771425,0.770271,0.769339,0.768659,0.768071,0.767736,0.767323,0.767092,0.76678,0.766459,0.766224,0.765652,0.765246,0.764623,0.764107,0.76366,0.762915,0.76245,0.761891,0.761341,0.761099,0.760491,0.760411,0.759972,0.759793,0.759631,0.759385
8,0.97079,0.951259,0.929088,0.908434,0.888884,0.873493,0.86118,0.849822,0.839557,0.83051,0.823602,0.817901,0.812276,0.807411,0.80322,0.799891,0.796978,0.79444,0.792219,0.790253,0.788673,0.787375,0.786193,0.785278,0.784477,0.783713,0.783235,0.782826,0.782608,0.782499,0.782291,0.782434,0.782325,0.782542,0.782586,0.782387,0.782657,0.782459,0.782639,0.782535,0.782282,0.782659,0.782545,0.782702,0.782675,0.782579,0.782815
9,0.9759,0.959779,0.941568,0.924763,0.909072,0.896915,0.887384,0.878765,0.871025,0.864371,0.859335,0.855354,0.851612,0.848505,0.845944,0.84402,0.842391,0.841084,0.840022,0.839133,0.838555,0.837979,0.837589,0.837244,0.836937,0.836658,0.836476,0.836321,0.836171,0.835993,0.835788,0.835629,0.835426,0.835238,0.835079,0.834963,0.834863,0.834832,0.834806,0.834818,0.834779,0.834856,0.834926,0.835021,0.835159,0.835247,0.835405
10,0.96838,0.947205,0.923242,0.900994,0.87996,0.863646,0.850698,0.838807,0.828244,0.818996,0.812087,0.80641,0.800894,0.796342,0.792463,0.789546,0.786894,0.784631,0.782612,0.780838,0.779512,0.7784,0.777565,0.776945,0.776591,0.776194,0.776094,0.775927,0.775908,0.775922,0.775754,0.775817,0.775493,0.775456,0.775262,0.774659,0.774642,0.774111,0.77413,0.773639,0.77296,0.773125,0.772882,0.772836,0.772705,0.772388,0.772716
