1,0.973074,0.954797,0.933668,0.913487,0.893926,0.878735,0.866927,0.856334,0.847275,0.839635,0.83433,0.830134,0.826101,0.823104,0.820578,0.818958,0.817397,0.816144,0.8152,0.81429,0.813942,0.813504,0.813329,0.813304,0.813159,0.813508,0.813466,0.813775,0.81398,0.81422,0.814704,0.814762,0.815158,0.815187,0.8153,0.815443,0.815318,0.815226,0.815047,0.814866,0.814607,0.814558,0.814238,0.814201,0.813928,0.813738,0.813653
2,0.973488,0.955622,0.935011,0.915242,0.896269,0.881415,0.869981,0.860034,0.851348,0.844198,0.83889,0.834829,0.831131,0.828159,0.825807,0.824172,0.822753,0.821632,0.82084,0.820106,0.819853,0.819593,0.819575,0.81969,0.819902,0.820281,0.820638,0.821096,0.821484,0.821821,0.822218,0.822346,0.822595,0.82261,0.822679,0.822748,0.82272,0.822702,0.822548,0.822493,0.822301,0.822252,0.821987,0.821893,0.82167,0.821501,0.821421
3,0.968994,0.947973,0.923695,0.900464,0.878069,0.860621,0.847113,0.835191,0.824785,0.816198,0.809802,0.804817,0.800262,0.796312,0.793197,0.790413,0.788181,0.786268,0.784515,0.783538,0.782564,0.782446,0.782353,0.782441,0.782881,0.782996,0.783497,0.783703,0.784036,0.784297,0.784277,0.784613,0.784582,0.784976,0.785083,0.784979,0.785391,0.785416,0.785631,0.785773,0.785885,0.786085,0.786029,0.786055,0.786013,0.786099,0.785916
4,0.972059,0.953165,0.931412,0.910678,0.890904,0.87563,0.86389,0.853495,0.844371,0.836679,0.830963,0.826483,0.822279,0.818906,0.816066,0.814181,0.812431,0.81107,0.810143,0.809312,0.80924,0.80898,0.809147,0.809297,0.809422,0.809707,0.809815,0.810057,0.810108,0.810067,0.810165,0.809876,0.809869,0.809577,0.809461,0.809481,0.809262,0.809284,0.809154,0.809176,0.809328,0.809277,0.809345,0.809425,0.809496,0.8098,0.809706
5,0.972333,0.953799,0.932482,0.912189,0.892894,0.877925,0.866462,0.856437,0.847792,0.840634,0.83549,0.831558,0.828006,0.825176,0.822961,0.821282,0.819905,0.818818,0.817888,0.81752,0.816995,0.817039,0.816962,0.816826,0.816935,0.81662,0.816715,0.816588,0.816593,0.816548,0.816415,0.81651,0.816562,0.816749,0.816895,0.81697,0.817092,0.817131,0.817184,0.817276,0.817224,0.817493,0.817295,0.817498,0.817364,0.8174,0.817398
6,0.968807,0.947629,0.92316,0.899854,0.877413,0.860077,0.846732,0.83489,0.824814,0.816386,0.810457,0.805753,0.801228,0.797706,0.794854,0.792741,0.790811,0.789244,0.787833,0.787,0.78631,0.786064,0.78599,0.785878,0.785926,0.785862,0.785945,0.78606,0.786252,0.786523,0.786971,0.787281,0.78779,0.788162,0.788572,0.788937,0.788935,0.789097,0.78912,0.789103,0.789043,0.789197,0.789301,0.789523,0.789647,0.789881,0.790062
7,0.96975,0.949247,0.925574,0.903026,0.881534,0.864829,0.851927,0.840602,0.830751,0.822602,0.816574,0.811894,0.807633,0.804104,0.801325,0.799042,0.797193,0.7956,0.79421,0.793354,0.792534,0.792334,0.792076,0.79197,0.792218,0.792227,0.792632,0.792879,0.793251,0.793597,0.79376,0.794075,0.794214,0.794578,0.794804,0.794807,0.794874,0.794716,0.794597,0.794227,0.793752,0.79367,0.793269,0.793146,0.792835,0.792666,0.792615
8,0.969718,0.949161,0.925425,0.902765,0.880818,0.863605,0.850019,0.837748,0.826914,0.817805,0.811165,0.806064,0.801393,0.797692,0.794735,0.792547,0.790559,0.788947,0.787542,0.786443,0.785804,0.78522,0.785004,0.78483,0.784762,0.784889,0.784982,0.78529,0.785575,0.785903,0.786392,0.786618,0.78704,0.787183,0.787352,0.787482,0.787322,0.787364,0.787316,0.787313,0.787245,0.787261,0.787349,0.787355,0.787349,0.787255,0.787345
9,0.973767,0.956,0.935576,0.916281,0.897969,0.884055,0.873504,0.864229,0.856345,0.849806,0.845164,0.841594,0.838318,0.835841,0.833828,0.832541,0.831304,0.830333,0.829571,0.828949,0.828649,0.828393,0.828328,0.828295,0.828378,0.828475,0.828741,0.829003,0.829286,0.829491,0.829565,0.829584,0.829499,0.82945,0.829297,0.829045,0.82879,0.828531,0.828275,0.828025,0.827934,0.827805,0.827784,0.827735,0.82771,0.827788,0.827723
10,0.973296,0.955419,0.934855,0.915276,0.896672,0.882024,0.870693,0.86089,0.852193,0.845167,0.839734,0.835668,0.832131,0.829141,0.826907,0.825173,0.823804,0.822723,0.821805,0.821219,0.82075,0.820573,0.820437,0.820343,0.820428,0.820389,0.820582,0.820758,0.820984,0.821212,0.82143,0.821682,0.821942,0.822111,0.822255,0.822405,0.822367,0.822379,0.822206,0.822146,0.821961,0.821884,0.821604,0.821582,0.82136,0.821186,0.821123
11,0.970845,0.95099,0.927941,0.905833,0.884478,0.867874,0.85499,0.843532,0.833572,0.825211,0.819054,0.814212,0.809765,0.806133,0.803297,0.801016,0.799275,0.797901,0.796784,0.796215,0.795622,0.795488,0.795249,0.795043,0.795009,0.794793,0.794883,0.794892,0.795178,0.795539,0.795668,0.796227,0.796426,0.797037,0.79746,0.797526,0.797975,0.79789,0.798021,0.79775,0.797301,0.797489,0.797144,0.797224,0.796978,0.796805,0.796873
12,0.971381,0.951961,0.929599,0.908369,0.888047,0.872383,0.860305,0.849651,0.840413,0.8327,0.827019,0.822624,0.818701,0.815539,0.813098,0.811274,0.809824,0.808702,0.807856,0.807472,0.807195,0.807289,0.807392,0.807507,0.807796,0.80801,0.808416,0.808777,0.809191,0.809576,0.809853,0.810091,0.810275,0.810471,0.810627,0.810673,0.810716,0.810769,0.810844,0.810896,0.810831,0.810945,0.810898,0.810916,0.81082,0.810732,0.810624
13,0.970729,0.950854,0.927979,0.906304,0.885457,0.869319,0.85678,0.845701,0.836227,0.828377,0.822777,0.818347,0.814125,0.810763,0.807939,0.805961,0.804128,0.802694,0.801612,0.800705,0.800523,0.800166,0.800248,0.800379,0.800416,0.800813,0.800909,0.801209,0.801343,0.801438,0.801645,0.801508,0.801603,0.801606,0.801676,0.801594,0.801583,0.801376,0.801323,0.801003,0.800721,0.800679,0.800588,0.800593,0.800564,0.800546,0.80069
14,0.971514,0.952184,0.929902,0.908762,0.888605,0.873122,0.861313,0.850994,0.842208,0.835074,0.829979,0.826087,0.822595,0.819753,0.817493,0.815636,0.814106,0.812832,0.811697,0.811104,0.810505,0.810402,0.810301,0.810268,0.810438,0.810468,0.810618,0.810771,0.811009,0.811273,0.81154,0.811775,0.812019,0.812223,0.812358,0.812315,0.812251,0.812074,0.811919,0.811684,0.811475,0.811409,0.81128,0.811226,0.811156,0.81108,0.811092
15,0.973032,0.954773,0.93374,0.913692,0.894326,0.879124,0.867325,0.856946,0.847883,0.840539,0.83508,0.831015,0.827443,0.824579,0.822451,0.820917,0.819674,0.818747,0.818021,0.817465,0.817199,0.816843,0.816724,0.816529,0.816354,0.816172,0.816023,0.815895,0.815732,0.815603,0.815495,0.815388,0.815239,0.815068,0.814846,0.814558,0.814303,0.814096,0.813932,0.813799,0.813823,0.813887,0.813999,0.81424,0.814445,0.814703,0.814903
